pair_id,tier,config,method,n_matches,mean_confidence,dx_px,dy_px,offset_spread_px,runtime_s
ohrc_real,REAL,raw,SIFT,15824,0.9819647669792175,99.85999298095703,499.7784729003906,13.483549118041992,3.0417222999967635
ohrc_real,REAL,raw,ORB,3106,0.3175438642501831,98.95132446289062,498.5762634277344,54.69141387939453,0.3640769000048749
ohrc_real,REAL,raw,AKAZE,3154,0.9780558347702026,98.86045837402344,498.7926330566406,15.831886291503906,0.6837961000273935
