pair_id,tier,method,n_matches,status,residual_px,inlier_ratio,grid_coverage_fraction,distribution_cv,runtime_s
pair_00_dryrun,,SIFT,1,too_few_matches,,0.0,0.0,,0.1288
pair_00_dryrun,,ORB,19,ok,213.97091674804688,0.7368421052631579,0.1875,2.2085178333914723,0.152
pair_00_dryrun,,AKAZE,0,too_few_matches,,0.0,0.0,,0.0941
pair_01,same-frame offset crop,SIFT,1101,ok,0.7397749423980713,0.997275204359673,0.984375,0.563919246911679,0.1493
pair_01,same-frame offset crop,ORB,2937,ok,24.441638946533203,0.9809329247531495,0.890625,1.0162264673062775,0.0841
pair_01,same-frame offset crop,AKAZE,743,ok,0.12152362614870071,0.990578734858681,0.796875,0.9707440679028743,0.0818
tier_d_01,D,SIFT,42,ok,36.032779693603516,0.3333333333333333,0.046875,6.831798400696195,0.1986
tier_d_01,D,ORB,25,ok,26.75578498840332,0.2,0.0625,4.113392760240627,0.0249
tier_d_01,D,AKAZE,51,ok,10.947225570678711,0.3137254901960784,0.0625,6.48074069840786,0.0473
