timestamp,pair_id,scene,source,reference,src_gsd_m,ref_gsd_m,scale_ratio,d_sun_azimuth_deg,d_incidence_deg,d_sun_angle_deg,method,status,n_matches,inliers,rmse_gt_px,residual_median_px,success,truth,declared_method,matcher_err_px,declared_err_px,verdict,outcome,seconds,git_commit,command,notes
2026-09-19T11:01:39,miloi_S2_M1129340193RE_M1114021499RE,S2,M1129340193RE,M1114021499RE,1.0239154808343,1.0374792689826,1.0132,4.15,-2.86,4.13,SIFT,ok,1938,1850,0.3087844252586365,0.668341338634491,1,"network, leave-one-out",,,,,,0.8,"run e10deb0, scored 12245b2",python -m evaluation.miloi --score --log,
2026-09-19T11:01:39,miloi_S2_M1129340193RE_M1114021499RE,S2,M1129340193RE,M1114021499RE,1.0239154808343,1.0374792689826,1.0132,4.15,-2.86,4.13,ORB,ok,1206,1131,0.6029846668243408,1.1538721323013306,1,"network, leave-one-out",,,,,,0.2,"run e10deb0, scored 12245b2",python -m evaluation.miloi --score --log,
2026-09-19T11:01:39,miloi_S2_M1129340193RE_M1114021499RE,S2,M1129340193RE,M1114021499RE,1.0239154808343,1.0374792689826,1.0132,4.15,-2.86,4.13,AKAZE,ok,1473,1413,0.34245768189430237,0.7419843077659607,1,"network, leave-one-out",,,,,,0.3,"run e10deb0, scored 12245b2",python -m evaluation.miloi --score --log,
2026-09-19T11:01:39,miloi_S2_M122054682RE_M102014464RE,S2,M122054682RE,M102014464RE,0.43476891696222003,1.2050139369283,2.7716,1.12,54.09,54.1,ours_loftr+subpixel,ok,1291,221,0.6866850852966309,276.68768310546875,1,network,loftr+magsac++,1.0752033056120305,1.0752033056120305,agrees,correct_accepted,30.3,"run e10deb0, scored 12245b2",python -m evaluation.miloi --score --log,"reliability {'verified': 2, 'weak': 37, 'no_evidence': 25}"
2026-09-19T11:01:39,miloi_S2_M122054682RE_M102014464RE,S2,M122054682RE,M102014464RE,0.43476891696222003,1.2050139369283,2.7716,1.12,54.09,54.1,SIFT,ok,83,66,1.8948442935943604,1.093726634979248,1,network,,,,,,0.9,"run e10deb0, scored 12245b2",python -m evaluation.miloi --score --log,
2026-09-19T11:01:39,miloi_S2_M122054682RE_M102014464RE,S2,M122054682RE,M102014464RE,0.43476891696222003,1.2050139369283,2.7716,1.12,54.09,54.1,ORB,ok,40,22,11.558706283569336,334.37969970703125,0,network,,,,,,0.3,"run e10deb0, scored 12245b2",python -m evaluation.miloi --score --log,
2026-09-19T11:01:39,miloi_S2_M122054682RE_M102014464RE,S2,M122054682RE,M102014464RE,0.43476891696222003,1.2050139369283,2.7716,1.12,54.09,54.1,AKAZE,ok,56,33,5.570008277893066,1.277374267578125,0,network,,,,,,0.4,"run e10deb0, scored 12245b2",python -m evaluation.miloi --score --log,
2026-09-19T11:01:39,miloi_S2_M122054682RE_M1114021499RE,S2,M122054682RE,M1114021499RE,0.43476891696222003,1.0374792689826,2.3863,0.16,16.95,16.95,ours_loftr+subpixel,ok,2043,931,2.5699033737182617,3.259861946105957,1,network,loftr+magsac++,1.3012012509691364,1.3012012509691364,agrees,correct_accepted,31.5,"run e10deb0, scored 12245b2",python -m evaluation.miloi --score --log,"reliability {'verified': 20, 'weak': 32, 'no_evidence': 12}"
2026-09-19T11:01:39,miloi_S2_M122054682RE_M1114021499RE,S2,M122054682RE,M1114021499RE,0.43476891696222003,1.0374792689826,2.3863,0.16,16.95,16.95,SIFT,ok,1293,1155,1.1226067543029785,1.2105118036270142,1,network,,,,,,0.9,"run e10deb0, scored 12245b2",python -m evaluation.miloi --score --log,
2026-09-19T11:01:39,miloi_S2_M122054682RE_M1114021499RE,S2,M122054682RE,M1114021499RE,0.43476891696222003,1.0374792689826,2.3863,0.16,16.95,16.95,ORB,ok,866,681,1.2336901426315308,1.8627840280532837,1,network,,,,,,0.3,"run e10deb0, scored 12245b2",python -m evaluation.miloi --score --log,
