pair_id,gsd_ref_m,displacement_m,displacement_px,direction_deg,contradicted,verdict,verified,weak,no_evidence
site_m1153871873le_m1363141432re_w06_t,1.245,20.0,16.064,339.0,True,contradicted,0,64,0
site_m1153871873le_m1363141432re_w06_t,1.245,20.0,16.064,135.8,True,contradicted,0,64,0
site_m1153871873le_m1363141432re_w06_t,1.245,20.0,16.064,107.3,True,contradicted,0,64,0
site_m1153871873le_m1363141432re_w06_t,1.245,20.0,16.064,49.7,True,contradicted,0,64,0
site_m1153871873le_m1363141432re_w06_t,1.245,20.0,16.064,156.6,True,contradicted,0,64,0
site_m1153871873le_m1363141432re_w06_t,1.245,20.0,16.064,166.4,True,contradicted,0,64,0
site_m1153871873le_m1363141432re_w06_t,1.245,50.0,40.161,109.0,True,contradicted,0,64,0
site_m1153871873le_m1363141432re_w06_t,1.245,50.0,40.161,359.1,True,contradicted,0,64,0
site_m1153871873le_m1363141432re_w06_t,1.245,50.0,40.161,25.8,True,contradicted,0,64,0
site_m1153871873le_m1363141432re_w06_t,1.245,50.0,40.161,143.1,True,contradicted,0,59,5
site_m1153871873le_m1363141432re_w06_t,1.245,50.0,40.161,78.4,True,contradicted,0,64,0
site_m1153871873le_m1363141432re_w06_t,1.245,50.0,40.161,269.4,True,contradicted,0,56,8
site_m1153871873le_m1363141432re_w06_t,1.245,50.0,40.161,264.1,True,contradicted,0,56,8
site_m1153871873le_m1363141432re_w06_t,1.245,50.0,40.161,346.1,True,contradicted,0,64,0
site_m1153871873le_m1363141432re_w06_t,1.245,100.0,80.321,216.1,True,contradicted,0,49,15
site_m1153871873le_m1363141432re_w06_t,1.245,100.0,80.321,128.5,True,contradicted,0,49,15
site_m1153871873le_m1363141432re_w06_t,1.245,100.0,80.321,24.8,True,contradicted,0,56,8
site_m1153871873le_m1363141432re_w06_t,1.245,100.0,80.321,285.8,True,contradicted,0,56,8
site_m1153871873le_m1363141432re_w06_t,1.245,100.0,80.321,8.4,True,contradicted,0,56,8
site_m1153871873le_m1363141432re_w06_t,1.245,100.0,80.321,286.8,True,contradicted,0,56,8
site_m1153871873le_m1363141432re_w06_t,1.245,100.0,80.321,314.3,True,contradicted,0,49,15
site_m1153871873le_m1363141432re_w06_t,1.245,100.0,80.321,313.1,True,contradicted,0,49,15
site_m1153871873le_m1363141432re_w06_t,1.245,200.0,160.643,155.3,True,contradicted,0,42,22
site_m1153871873le_m1363141432re_w06_t,1.245,200.0,160.643,347.9,True,contradicted,0,48,16
site_m1153871873le_m1363141432re_w06_t,1.245,200.0,160.643,311.7,True,contradicted,0,42,22
site_m1153871873le_m1363141432re_w06_t,1.245,200.0,160.643,217.8,True,contradicted,0,36,28
site_m1153871873le_m1363141432re_w06_t,1.245,200.0,160.643,317.5,True,contradicted,0,36,28
site_m1153871873le_m1363141432re_w06_t,1.245,200.0,160.643,60.5,True,contradicted,0,42,22
site_m1153871873le_m1363141432re_w06_t,1.245,200.0,160.643,40.0,True,contradicted,0,42,22
site_m1153871873le_m1363141432re_w06_t,1.245,200.0,160.643,42.9,True,contradicted,0,36,28
site_ohrc_m1153871873le_w01_t,0.931,0.0,0.0,25.3,False,agrees,58,5,1
site_ohrc_m1153871873le_w01_t,0.931,0.0,0.0,38.0,False,agrees,58,5,1
site_ohrc_m1153871873le_w01_t,0.931,1.0,1.074,61.7,False,agrees,53,10,1
site_ohrc_m1153871873le_w01_t,0.931,1.0,1.074,8.6,False,agrees,54,9,1
site_ohrc_m1153871873le_w01_t,0.931,1.0,1.074,239.8,False,agrees,53,10,1
site_ohrc_m1153871873le_w01_t,0.931,1.0,1.074,264.6,False,agrees,54,9,1
site_ohrc_m1153871873le_w01_t,0.931,1.0,1.074,8.5,False,agrees,54,9,1
site_ohrc_m1153871873le_w01_t,0.931,1.0,1.074,76.0,False,agrees,53,10,1
site_ohrc_m1153871873le_w01_t,0.931,1.0,1.074,342.4,False,agrees,55,8,1
site_ohrc_m1153871873le_w01_t,0.931,1.0,1.074,103.9,False,agrees,57,6,1
site_ohrc_m1153871873le_w01_t,0.931,2.0,2.148,320.4,False,unconfirmed,19,44,1
site_ohrc_m1153871873le_w01_t,0.931,2.0,2.148,227.9,False,unconfirmed,23,40,1
site_ohrc_m1153871873le_w01_t,0.931,2.0,2.148,144.9,False,unconfirmed,28,35,1
site_ohrc_m1153871873le_w01_t,0.931,2.0,2.148,350.9,False,agrees,39,24,1
site_ohrc_m1153871873le_w01_t,0.931,2.0,2.148,56.7,False,unconfirmed,21,42,1
site_ohrc_m1153871873le_w01_t,0.931,2.0,2.148,15.3,False,unconfirmed,31,32,1
site_ohrc_m1153871873le_w01_t,0.931,2.0,2.148,56.4,False,unconfirmed,21,42,1
site_ohrc_m1153871873le_w01_t,0.931,2.0,2.148,156.5,False,unconfirmed,29,34,1
site_ohrc_m1153871873le_w01_t,0.931,3.0,3.222,275.2,True,contradicted,0,63,1
site_ohrc_m1153871873le_w01_t,0.931,3.0,3.222,105.9,True,contradicted,0,63,1
site_ohrc_m1153871873le_w01_t,0.931,3.0,3.222,195.6,True,contradicted,0,63,1
site_ohrc_m1153871873le_w01_t,0.931,3.0,3.222,62.8,True,contradicted,0,63,1
site_ohrc_m1153871873le_w01_t,0.931,3.0,3.222,124.3,True,contradicted,0,63,1
site_ohrc_m1153871873le_w01_t,0.931,3.0,3.222,264.4,True,contradicted,0,63,1
site_ohrc_m1153871873le_w01_t,0.931,3.0,3.222,87.3,True,contradicted,0,63,1
site_ohrc_m1153871873le_w01_t,0.931,3.0,3.222,169.5,True,contradicted,0,63,1
site_ohrc_m1153871873le_w01_t,0.931,5.0,5.371,227.1,True,contradicted,0,63,1
site_ohrc_m1153871873le_w01_t,0.931,5.0,5.371,156.7,True,contradicted,0,63,1
site_ohrc_m1153871873le_w01_t,0.931,5.0,5.371,216.6,True,contradicted,0,63,1
site_ohrc_m1153871873le_w01_t,0.931,5.0,5.371,159.7,True,contradicted,0,63,1
site_ohrc_m1153871873le_w01_t,0.931,5.0,5.371,10.6,True,contradicted,0,63,1
site_ohrc_m1153871873le_w01_t,0.931,5.0,5.371,61.1,True,contradicted,0,63,1
site_ohrc_m1153871873le_w01_t,0.931,5.0,5.371,213.6,True,contradicted,0,63,1
site_ohrc_m1153871873le_w01_t,0.931,5.0,5.371,196.4,True,contradicted,0,63,1
site_ohrc_m1153871873le_w01_t,0.931,10.0,10.741,301.5,True,contradicted,0,62,2
site_ohrc_m1153871873le_w01_t,0.931,10.0,10.741,108.5,True,contradicted,0,63,1
site_ohrc_m1153871873le_w01_t,0.931,10.0,10.741,245.5,True,contradicted,0,62,2
site_ohrc_m1153871873le_w01_t,0.931,10.0,10.741,119.8,True,contradicted,0,63,1
site_ohrc_m1153871873le_w01_t,0.931,10.0,10.741,105.7,True,contradicted,0,63,1
site_ohrc_m1153871873le_w01_t,0.931,10.0,10.741,7.6,True,contradicted,0,62,2
site_ohrc_m1153871873le_w01_t,0.931,10.0,10.741,53.9,True,contradicted,0,62,2
site_ohrc_m1153871873le_w01_t,0.931,10.0,10.741,127.5,True,contradicted,0,63,1
site_ohrc_m1153871873le_w01_t,0.931,20.0,21.482,260.1,True,contradicted,0,61,3
site_ohrc_m1153871873le_w01_t,0.931,20.0,21.482,256.0,True,contradicted,0,61,3
site_ohrc_m1153871873le_w01_t,0.931,20.0,21.482,129.2,True,contradicted,0,63,1
site_ohrc_m1153871873le_w01_t,0.931,20.0,21.482,165.9,True,contradicted,0,62,2
site_ohrc_m1153871873le_w01_t,0.931,20.0,21.482,314.2,True,contradicted,0,62,2
site_ohrc_m1153871873le_w01_t,0.931,20.0,21.482,47.3,True,contradicted,0,62,2
site_ohrc_m1153871873le_w01_t,0.931,20.0,21.482,226.3,True,contradicted,0,62,2
site_ohrc_m1153871873le_w01_t,0.931,20.0,21.482,164.8,True,contradicted,0,62,2
site_ohrc_m1153871873le_w01_t,0.931,50.0,53.706,264.8,True,contradicted,0,60,4
site_ohrc_m1153871873le_w01_t,0.931,50.0,53.706,242.1,True,contradicted,0,60,4
site_ohrc_m1153871873le_w01_t,0.931,50.0,53.706,338.1,True,contradicted,0,61,3
site_ohrc_m1153871873le_w01_t,0.931,50.0,53.706,323.2,True,contradicted,0,60,4
site_ohrc_m1153871873le_w01_t,0.931,50.0,53.706,309.4,True,contradicted,0,60,4
site_ohrc_m1153871873le_w01_t,0.931,50.0,53.706,108.4,True,contradicted,0,63,1
site_ohrc_m1153871873le_w01_t,0.931,50.0,53.706,104.3,True,contradicted,0,63,1
site_ohrc_m1153871873le_w01_t,0.931,50.0,53.706,246.6,True,contradicted,0,60,4
site_ohrc_m1153871873le_w01_t,0.931,100.0,107.411,61.4,True,contradicted,0,56,8
site_ohrc_m1153871873le_w01_t,0.931,100.0,107.411,194.5,True,contradicted,0,54,10
site_ohrc_m1153871873le_w01_t,0.931,100.0,107.411,207.7,True,contradicted,0,53,11
site_ohrc_m1153871873le_w01_t,0.931,100.0,107.411,1.6,True,contradicted,0,54,10
site_ohrc_m1153871873le_w01_t,0.931,100.0,107.411,180.3,True,contradicted,0,55,9
site_ohrc_m1153871873le_w01_t,0.931,100.0,107.411,76.6,True,contradicted,0,56,8
site_ohrc_m1153871873le_w01_t,0.931,100.0,107.411,248.6,True,contradicted,0,53,11
site_ohrc_m1153871873le_w01_t,0.931,100.0,107.411,218.4,True,contradicted,0,48,16
site_ohrc_m1153871873le_w01_t,0.931,200.0,214.823,66.8,True,contradicted,0,42,22
site_ohrc_m1153871873le_w01_t,0.931,200.0,214.823,99.0,True,contradicted,0,48,16
site_ohrc_m1153871873le_w01_t,0.931,200.0,214.823,290.2,True,contradicted,0,38,26
site_ohrc_m1153871873le_w01_t,0.931,200.0,214.823,169.1,True,contradicted,0,48,16
site_ohrc_m1153871873le_w01_t,0.931,200.0,214.823,140.9,True,contradicted,0,42,22
site_ohrc_m1153871873le_w01_t,0.931,200.0,214.823,122.4,True,contradicted,0,42,22
site_ohrc_m1153871873le_w01_t,0.931,200.0,214.823,181.0,True,contradicted,0,48,16
site_ohrc_m1153871873le_w01_t,0.931,200.0,214.823,29.6,True,contradicted,0,42,22
site_ohrc_m1153871873le_w02,0.931,0.0,0.0,60.3,False,agrees,56,6,2
site_ohrc_m1153871873le_w02,0.931,0.0,0.0,43.3,False,agrees,56,6,2
site_ohrc_m1153871873le_w02,0.931,1.0,1.074,197.6,False,agrees,47,15,2
site_ohrc_m1153871873le_w02,0.931,1.0,1.074,28.4,False,agrees,45,17,2
site_ohrc_m1153871873le_w02,0.931,1.0,1.074,16.9,False,agrees,45,17,2
site_ohrc_m1153871873le_w02,0.931,1.0,1.074,146.4,False,agrees,54,8,2
site_ohrc_m1153871873le_w02,0.931,1.0,1.074,6.6,False,agrees,47,15,2
site_ohrc_m1153871873le_w02,0.931,1.0,1.074,321.8,False,agrees,54,8,2
site_ohrc_m1153871873le_w02,0.931,1.0,1.074,227.9,False,agrees,46,16,2
site_ohrc_m1153871873le_w02,0.931,1.0,1.074,255.7,False,agrees,47,15,2
site_ohrc_m1153871873le_w02,0.931,2.0,2.148,242.8,False,unconfirmed,24,38,2
site_ohrc_m1153871873le_w02,0.931,2.0,2.148,147.9,False,unconfirmed,25,38,1
site_ohrc_m1153871873le_w02,0.931,2.0,2.148,70.9,False,unconfirmed,27,36,1
site_ohrc_m1153871873le_w02,0.931,2.0,2.148,196.5,False,unconfirmed,25,37,2
site_ohrc_m1153871873le_w02,0.931,2.0,2.148,219.2,False,unconfirmed,24,38,2
site_ohrc_m1153871873le_w02,0.931,2.0,2.148,70.0,False,unconfirmed,26,37,1
site_ohrc_m1153871873le_w02,0.931,2.0,2.148,324.2,False,unconfirmed,21,41,2
site_ohrc_m1153871873le_w02,0.931,2.0,2.148,38.4,False,unconfirmed,24,38,2
site_ohrc_m1153871873le_w02,0.931,3.0,3.222,79.4,True,contradicted,0,63,1
site_ohrc_m1153871873le_w02,0.931,3.0,3.222,102.3,True,contradicted,0,63,1
site_ohrc_m1153871873le_w02,0.931,3.0,3.222,50.4,True,contradicted,0,63,1
site_ohrc_m1153871873le_w02,0.931,3.0,3.222,251.2,True,contradicted,0,62,2
site_ohrc_m1153871873le_w02,0.931,3.0,3.222,15.2,True,contradicted,0,62,2
site_ohrc_m1153871873le_w02,0.931,3.0,3.222,92.5,True,contradicted,0,63,1
site_ohrc_m1153871873le_w02,0.931,3.0,3.222,130.9,True,contradicted,0,63,1
site_ohrc_m1153871873le_w02,0.931,3.0,3.222,1.8,True,contradicted,0,62,2
site_ohrc_m1153871873le_w02,0.931,5.0,5.371,172.6,True,contradicted,0,63,1
site_ohrc_m1153871873le_w02,0.931,5.0,5.371,113.0,True,contradicted,0,64,0
site_ohrc_m1153871873le_w02,0.931,5.0,5.371,88.5,True,contradicted,0,64,0
site_ohrc_m1153871873le_w02,0.931,5.0,5.371,251.1,True,contradicted,0,62,2
site_ohrc_m1153871873le_w02,0.931,5.0,5.371,142.2,True,contradicted,0,63,1
site_ohrc_m1153871873le_w02,0.931,5.0,5.371,319.3,True,contradicted,0,62,2
site_ohrc_m1153871873le_w02,0.931,5.0,5.371,152.4,True,contradicted,0,63,1
site_ohrc_m1153871873le_w02,0.931,5.0,5.371,130.2,True,contradicted,0,63,1
site_ohrc_m1153871873le_w02,0.931,10.0,10.741,292.4,True,contradicted,0,62,2
site_ohrc_m1153871873le_w02,0.931,10.0,10.741,265.0,True,contradicted,0,62,2
site_ohrc_m1153871873le_w02,0.931,10.0,10.741,155.5,True,contradicted,0,63,1
site_ohrc_m1153871873le_w02,0.931,10.0,10.741,182.1,True,contradicted,0,63,1
site_ohrc_m1153871873le_w02,0.931,10.0,10.741,290.4,True,contradicted,0,62,2
site_ohrc_m1153871873le_w02,0.931,10.0,10.741,143.0,True,contradicted,0,64,0
site_ohrc_m1153871873le_w02,0.931,10.0,10.741,26.2,True,contradicted,0,63,1
site_ohrc_m1153871873le_w02,0.931,10.0,10.741,127.2,True,contradicted,0,64,0
site_ohrc_m1153871873le_w02,0.931,20.0,21.482,271.9,True,contradicted,0,61,3
site_ohrc_m1153871873le_w02,0.931,20.0,21.482,177.4,True,contradicted,0,64,0
site_ohrc_m1153871873le_w02,0.931,20.0,21.482,338.0,True,contradicted,0,62,2
site_ohrc_m1153871873le_w02,0.931,20.0,21.482,121.3,True,contradicted,0,64,0
site_ohrc_m1153871873le_w02,0.931,20.0,21.482,357.6,True,contradicted,0,62,2
site_ohrc_m1153871873le_w02,0.931,20.0,21.482,194.4,True,contradicted,0,62,2
site_ohrc_m1153871873le_w02,0.931,20.0,21.482,120.6,True,contradicted,0,64,0
site_ohrc_m1153871873le_w02,0.931,20.0,21.482,105.0,True,contradicted,0,64,0
site_ohrc_m1153871873le_w02,0.931,50.0,53.706,44.2,True,contradicted,0,64,0
site_ohrc_m1153871873le_w02,0.931,50.0,53.706,135.9,True,contradicted,0,64,0
site_ohrc_m1153871873le_w02,0.931,50.0,53.706,66.0,True,contradicted,0,64,0
site_ohrc_m1153871873le_w02,0.931,50.0,53.706,4.6,True,contradicted,0,63,1
site_ohrc_m1153871873le_w02,0.931,50.0,53.706,88.3,True,contradicted,0,64,0
site_ohrc_m1153871873le_w02,0.931,50.0,53.706,250.2,True,contradicted,0,58,6
site_ohrc_m1153871873le_w02,0.931,50.0,53.706,353.7,True,contradicted,0,62,2
site_ohrc_m1153871873le_w02,0.931,50.0,53.706,143.2,True,contradicted,0,64,0
site_ohrc_m1153871873le_w02,0.931,100.0,107.411,88.5,True,contradicted,0,56,8
site_ohrc_m1153871873le_w02,0.931,100.0,107.411,244.0,True,contradicted,0,55,9
site_ohrc_m1153871873le_w02,0.931,100.0,107.411,88.8,True,contradicted,0,56,8
site_ohrc_m1153871873le_w02,0.931,100.0,107.411,246.2,True,contradicted,0,54,10
site_ohrc_m1153871873le_w02,0.931,100.0,107.411,151.9,True,contradicted,0,56,8
site_ohrc_m1153871873le_w02,0.931,100.0,107.411,246.5,True,contradicted,0,55,9
site_ohrc_m1153871873le_w02,0.931,100.0,107.411,248.0,True,contradicted,0,54,10
site_ohrc_m1153871873le_w02,0.931,100.0,107.411,331.3,True,contradicted,0,50,14
site_ohrc_m1153871873le_w02,0.931,200.0,214.823,55.5,True,contradicted,0,42,22
site_ohrc_m1153871873le_w02,0.931,200.0,214.823,196.1,True,contradicted,0,42,22
site_ohrc_m1153871873le_w02,0.931,200.0,214.823,350.5,True,contradicted,0,43,21
site_ohrc_m1153871873le_w02,0.931,200.0,214.823,275.3,True,contradicted,0,42,22
site_ohrc_m1153871873le_w02,0.931,200.0,214.823,79.4,True,contradicted,0,48,16
site_ohrc_m1153871873le_w02,0.931,200.0,214.823,53.5,True,contradicted,0,42,22
site_ohrc_m1153871873le_w02,0.931,200.0,214.823,112.5,True,contradicted,0,42,22
site_ohrc_m1153871873le_w02,0.931,200.0,214.823,113.9,True,contradicted,0,42,22
site_ohrc_m1153871873le_w02_t,0.931,0.0,0.0,143.5,False,agrees,64,0,0
site_ohrc_m1153871873le_w02_t,0.931,0.0,0.0,105.7,False,agrees,64,0,0
site_ohrc_m1153871873le_w02_t,0.931,1.0,1.074,198.1,False,agrees,64,0,0
site_ohrc_m1153871873le_w02_t,0.931,1.0,1.074,189.5,False,agrees,64,0,0
site_ohrc_m1153871873le_w02_t,0.931,1.0,1.074,176.5,False,agrees,64,0,0
site_ohrc_m1153871873le_w02_t,0.931,1.0,1.074,6.5,False,agrees,61,3,0
site_ohrc_m1153871873le_w02_t,0.931,1.0,1.074,87.1,False,agrees,61,3,0
site_ohrc_m1153871873le_w02_t,0.931,1.0,1.074,249.4,False,agrees,64,0,0
site_ohrc_m1153871873le_w02_t,0.931,1.0,1.074,229.8,False,agrees,63,1,0
site_ohrc_m1153871873le_w02_t,0.931,1.0,1.074,324.6,False,agrees,64,0,0
site_ohrc_m1153871873le_w02_t,0.931,2.0,2.148,205.6,False,unconfirmed,21,43,0
site_ohrc_m1153871873le_w02_t,0.931,2.0,2.148,3.5,False,agrees,47,17,0
site_ohrc_m1153871873le_w02_t,0.931,2.0,2.148,147.5,False,unconfirmed,21,43,0
site_ohrc_m1153871873le_w02_t,0.931,2.0,2.148,9.1,False,agrees,40,24,0
site_ohrc_m1153871873le_w02_t,0.931,2.0,2.148,243.5,False,unconfirmed,21,43,0
site_ohrc_m1153871873le_w02_t,0.931,2.0,2.148,140.3,False,unconfirmed,24,40,0
site_ohrc_m1153871873le_w02_t,0.931,2.0,2.148,282.1,False,agrees,49,15,0
site_ohrc_m1153871873le_w02_t,0.931,2.0,2.148,96.9,False,agrees,52,12,0
site_ohrc_m1153871873le_w02_t,0.931,3.0,3.222,150.2,True,contradicted,0,64,0
site_ohrc_m1153871873le_w02_t,0.931,3.0,3.222,223.5,True,contradicted,0,64,0
site_ohrc_m1153871873le_w02_t,0.931,3.0,3.222,145.7,True,contradicted,0,64,0
site_ohrc_m1153871873le_w02_t,0.931,3.0,3.222,39.3,True,contradicted,0,64,0
site_ohrc_m1153871873le_w02_t,0.931,3.0,3.222,5.5,True,contradicted,0,64,0
site_ohrc_m1153871873le_w02_t,0.931,3.0,3.222,154.3,True,contradicted,0,64,0
site_ohrc_m1153871873le_w02_t,0.931,3.0,3.222,337.1,True,contradicted,0,64,0
site_ohrc_m1153871873le_w02_t,0.931,3.0,3.222,254.9,True,contradicted,0,64,0
site_ohrc_m1153871873le_w02_t,0.931,5.0,5.371,48.4,True,contradicted,0,64,0
site_ohrc_m1153871873le_w02_t,0.931,5.0,5.371,170.7,True,contradicted,0,64,0
site_ohrc_m1153871873le_w02_t,0.931,5.0,5.371,1.5,True,contradicted,0,64,0
site_ohrc_m1153871873le_w02_t,0.931,5.0,5.371,172.6,True,contradicted,0,64,0
site_ohrc_m1153871873le_w02_t,0.931,5.0,5.371,104.3,True,contradicted,0,64,0
site_ohrc_m1153871873le_w02_t,0.931,5.0,5.371,179.3,True,contradicted,0,64,0
site_ohrc_m1153871873le_w02_t,0.931,5.0,5.371,62.0,True,contradicted,0,64,0
site_ohrc_m1153871873le_w02_t,0.931,5.0,5.371,255.6,True,contradicted,0,64,0
site_ohrc_m1153871873le_w02_t,0.931,10.0,10.741,112.1,True,contradicted,0,64,0
site_ohrc_m1153871873le_w02_t,0.931,10.0,10.741,108.6,True,contradicted,0,64,0
site_ohrc_m1153871873le_w02_t,0.931,10.0,10.741,315.0,True,contradicted,0,64,0
site_ohrc_m1153871873le_w02_t,0.931,10.0,10.741,148.9,True,contradicted,0,64,0
site_ohrc_m1153871873le_w02_t,0.931,10.0,10.741,298.0,True,contradicted,0,64,0
site_ohrc_m1153871873le_w02_t,0.931,10.0,10.741,88.6,True,contradicted,0,64,0
site_ohrc_m1153871873le_w02_t,0.931,10.0,10.741,86.9,True,contradicted,0,64,0
site_ohrc_m1153871873le_w02_t,0.931,10.0,10.741,302.0,True,contradicted,0,64,0
site_ohrc_m1153871873le_w02_t,0.931,20.0,21.482,70.0,True,contradicted,0,64,0
site_ohrc_m1153871873le_w02_t,0.931,20.0,21.482,206.1,True,contradicted,0,64,0
site_ohrc_m1153871873le_w02_t,0.931,20.0,21.482,132.0,True,contradicted,0,64,0
site_ohrc_m1153871873le_w02_t,0.931,20.0,21.482,277.2,True,contradicted,0,64,0
site_ohrc_m1153871873le_w02_t,0.931,20.0,21.482,243.3,True,contradicted,0,64,0
site_ohrc_m1153871873le_w02_t,0.931,20.0,21.482,102.2,True,contradicted,0,64,0
site_ohrc_m1153871873le_w02_t,0.931,20.0,21.482,272.1,True,contradicted,0,64,0
site_ohrc_m1153871873le_w02_t,0.931,20.0,21.482,216.5,True,contradicted,0,64,0
site_ohrc_m1153871873le_w02_t,0.931,50.0,53.706,229.2,True,contradicted,0,64,0
site_ohrc_m1153871873le_w02_t,0.931,50.0,53.706,147.6,True,contradicted,0,64,0
site_ohrc_m1153871873le_w02_t,0.931,50.0,53.706,224.8,True,contradicted,0,64,0
site_ohrc_m1153871873le_w02_t,0.931,50.0,53.706,205.5,True,contradicted,0,64,0
site_ohrc_m1153871873le_w02_t,0.931,50.0,53.706,351.0,True,contradicted,0,64,0
site_ohrc_m1153871873le_w02_t,0.931,50.0,53.706,185.0,True,contradicted,0,64,0
site_ohrc_m1153871873le_w02_t,0.931,50.0,53.706,160.2,True,contradicted,0,64,0
site_ohrc_m1153871873le_w02_t,0.931,50.0,53.706,1.8,True,contradicted,0,64,0
site_ohrc_m1153871873le_w02_t,0.931,100.0,107.411,50.8,True,contradicted,0,49,15
site_ohrc_m1153871873le_w02_t,0.931,100.0,107.411,23.2,True,contradicted,0,56,8
site_ohrc_m1153871873le_w02_t,0.931,100.0,107.411,145.0,True,contradicted,0,56,8
site_ohrc_m1153871873le_w02_t,0.931,100.0,107.411,98.5,True,contradicted,0,56,8
site_ohrc_m1153871873le_w02_t,0.931,100.0,107.411,269.3,True,contradicted,0,56,8
site_ohrc_m1153871873le_w02_t,0.931,100.0,107.411,46.9,True,contradicted,0,49,15
site_ohrc_m1153871873le_w02_t,0.931,100.0,107.411,40.6,True,contradicted,0,49,15
site_ohrc_m1153871873le_w02_t,0.931,100.0,107.411,154.4,True,contradicted,0,56,8
site_ohrc_m1153871873le_w02_t,0.931,200.0,214.823,301.6,True,contradicted,0,42,22
site_ohrc_m1153871873le_w02_t,0.931,200.0,214.823,70.2,True,contradicted,0,42,22
site_ohrc_m1153871873le_w02_t,0.931,200.0,214.823,192.3,True,contradicted,0,48,16
site_ohrc_m1153871873le_w02_t,0.931,200.0,214.823,103.9,True,contradicted,0,48,16
site_ohrc_m1153871873le_w02_t,0.931,200.0,214.823,190.4,True,contradicted,0,48,16
site_ohrc_m1153871873le_w02_t,0.931,200.0,214.823,84.5,True,contradicted,0,48,16
site_ohrc_m1153871873le_w02_t,0.931,200.0,214.823,1.6,True,contradicted,0,48,16
site_ohrc_m1153871873le_w02_t,0.931,200.0,214.823,276.3,True,contradicted,0,40,24
site_ohrc_m1153871873le_w03_t,0.931,0.0,0.0,224.2,False,agrees,61,3,0
site_ohrc_m1153871873le_w03_t,0.931,0.0,0.0,14.5,False,agrees,61,3,0
site_ohrc_m1153871873le_w03_t,0.931,1.0,1.074,198.5,False,agrees,57,7,0
site_ohrc_m1153871873le_w03_t,0.931,1.0,1.074,272.5,False,agrees,58,6,0
site_ohrc_m1153871873le_w03_t,0.931,1.0,1.074,224.4,False,agrees,58,6,0
site_ohrc_m1153871873le_w03_t,0.931,1.0,1.074,31.1,False,agrees,57,7,0
site_ohrc_m1153871873le_w03_t,0.931,1.0,1.074,262.7,False,agrees,56,8,0
site_ohrc_m1153871873le_w03_t,0.931,1.0,1.074,248.9,False,agrees,56,8,0
site_ohrc_m1153871873le_w03_t,0.931,1.0,1.074,227.5,False,agrees,58,6,0
site_ohrc_m1153871873le_w03_t,0.931,1.0,1.074,22.4,False,agrees,57,7,0
site_ohrc_m1153871873le_w03_t,0.931,2.0,2.148,23.2,False,unconfirmed,24,40,0
site_ohrc_m1153871873le_w03_t,0.931,2.0,2.148,282.8,False,agrees,38,26,0
site_ohrc_m1153871873le_w03_t,0.931,2.0,2.148,341.8,False,agrees,37,27,0
site_ohrc_m1153871873le_w03_t,0.931,2.0,2.148,116.4,False,unconfirmed,30,34,0
site_ohrc_m1153871873le_w03_t,0.931,2.0,2.148,58.1,False,unconfirmed,22,42,0
site_ohrc_m1153871873le_w03_t,0.931,2.0,2.148,118.7,False,unconfirmed,27,37,0
site_ohrc_m1153871873le_w03_t,0.931,2.0,2.148,31.4,False,unconfirmed,19,45,0
site_ohrc_m1153871873le_w03_t,0.931,2.0,2.148,18.3,False,unconfirmed,27,37,0
site_ohrc_m1153871873le_w03_t,0.931,3.0,3.222,6.1,True,contradicted,0,64,0
site_ohrc_m1153871873le_w03_t,0.931,3.0,3.222,18.7,True,contradicted,0,64,0
site_ohrc_m1153871873le_w03_t,0.931,3.0,3.222,72.0,True,contradicted,0,64,0
site_ohrc_m1153871873le_w03_t,0.931,3.0,3.222,51.3,True,contradicted,0,64,0
site_ohrc_m1153871873le_w03_t,0.931,3.0,3.222,44.6,True,contradicted,0,64,0
site_ohrc_m1153871873le_w03_t,0.931,3.0,3.222,318.3,True,contradicted,0,64,0
site_ohrc_m1153871873le_w03_t,0.931,3.0,3.222,321.1,True,contradicted,0,64,0
site_ohrc_m1153871873le_w03_t,0.931,3.0,3.222,280.8,True,contradicted,0,64,0
site_ohrc_m1153871873le_w03_t,0.931,5.0,5.371,174.2,True,contradicted,0,64,0
site_ohrc_m1153871873le_w03_t,0.931,5.0,5.371,341.4,True,contradicted,0,64,0
site_ohrc_m1153871873le_w03_t,0.931,5.0,5.371,149.1,True,contradicted,0,64,0
site_ohrc_m1153871873le_w03_t,0.931,5.0,5.371,27.1,True,contradicted,0,64,0
site_ohrc_m1153871873le_w03_t,0.931,5.0,5.371,185.6,True,contradicted,0,64,0
site_ohrc_m1153871873le_w03_t,0.931,5.0,5.371,112.5,True,contradicted,0,64,0
site_ohrc_m1153871873le_w03_t,0.931,5.0,5.371,39.6,True,contradicted,0,64,0
site_ohrc_m1153871873le_w03_t,0.931,5.0,5.371,241.4,True,contradicted,0,64,0
site_ohrc_m1153871873le_w03_t,0.931,10.0,10.741,218.5,True,contradicted,0,64,0
site_ohrc_m1153871873le_w03_t,0.931,10.0,10.741,278.1,True,contradicted,0,64,0
site_ohrc_m1153871873le_w03_t,0.931,10.0,10.741,286.6,True,contradicted,0,64,0
site_ohrc_m1153871873le_w03_t,0.931,10.0,10.741,281.3,True,contradicted,0,64,0
site_ohrc_m1153871873le_w03_t,0.931,10.0,10.741,228.7,True,contradicted,0,64,0
site_ohrc_m1153871873le_w03_t,0.931,10.0,10.741,95.6,True,contradicted,0,64,0
